city,pool,garage,sqft,bed,bath,price
Westwood,no,yes,1988,2,1,143570
Long Beach,yes,no,1980,2,1,451230
Westwood,yes,yes,2320,5,4,860946
Westwood,no,yes,2489,2,1,1147022
Long Beach,no,yes,2143,3,2,729943
Long Beach,no,yes,1907,2,1,544618
Long Beach,no,no,1942,4,3,300773
Santa Monica,no,yes,2435,2,1,1215944
Long Beach,yes,yes,2294,5,4,598572
Westwood,no,yes,1644,3,2,407402
Westwood,no,no,1914,2,1,623624
Westwood,no,no,1422,3,2,324292
Santa Monica,no,no,2071,2,1,898711
Westwood,no,no,2113,4,3,300809
Santa Monica,no,yes,1922,2,1,749966
Long Beach,yes,yes,2078,4,3,535039
Santa Monica,no,yes,2091,7,6,1139710
Westwood,no,yes,2055,3,2,671889
Long Beach,yes,no,1665,1,1,790429
Long Beach,yes,yes,2206,4,3,273030
Long Beach,no,yes,2002,2,1,219348
Long Beach,no,yes,2519,6,5,757573
Long Beach,no,yes,1744,1,1,364978
Westwood,no,yes,2265,4,3,427082
Santa Monica,no,no,1703,4,3,730104
Long Beach,yes,no,1767,3,2,486610
Santa Monica,no,yes,1612,1,1,529570
Long Beach,no,yes,1271,2,1,280208
Westwood,yes,yes,2774,3,2,828263
Westwood,yes,yes,1490,2,1,276351
Westwood,no,no,2127,3,2,422320
Long Beach,yes,yes,2579,2,1,639702
Long Beach,no,yes,2348,6,5,727892
Long Beach,no,yes,2199,2,1,639842
Santa Monica,yes,yes,2654,4,3,619388
Long Beach,yes,yes,1840,3,2,752781
Westwood,yes,yes,2276,3,2,734374
Long Beach,no,yes,1784,2,1,544918
Long Beach,no,yes,2600,3,2,429143
Long Beach,yes,yes,1597,2,1,386323
Santa Monica,yes,no,2422,3,2,835616
Long Beach,no,yes,1849,4,3,791392
Long Beach,no,no,2257,3,2,496337
Long Beach,no,no,2129,2,1,201765
Westwood,yes,yes,1947,2,1,432660
Long Beach,no,yes,2154,2,1,672567
Long Beach,yes,yes,2816,2,1,1023238
Long Beach,no,yes,1961,2,1,508863
Westwood,no,yes,1894,1,1,778103
Santa Monica,no,yes,2431,2,1,1448932
Long Beach,yes,yes,1386,2,1,171590
Santa Monica,no,yes,1988,4,3,368082
Long Beach,no,no,2257,3,2,496337
Westwood,no,no,2354,1,1,1003148
Long Beach,no,yes,2735,2,1,1220096
Long Beach,no,yes,1739,2,1,198103
Long Beach,no,no,2090,1,1,393691
Long Beach,yes,yes,2018,3,2,280224
Long Beach,no,yes,2090,4,3,588895
Santa Monica,no,yes,1720,1,1,610634
Westwood,no,yes,2138,2,1,882900
Long Beach,yes,yes,2177,2,1,819866
Westwood,no,yes,1826,4,3,561509
Long Beach,yes,yes,1498,2,1,694902
Long Beach,yes,no,1813,2,1,315452
Westwood,no,yes,2252,3,2,1003781
Long Beach,yes,yes,1906,3,2,236219
Long Beach,no,yes,2271,4,3,377047
Long Beach,no,yes,1738,7,6,185459
Santa Monica,no,no,1894,5,4,959939
Long Beach,no,yes,1268,3,2,437535
Santa Monica,no,no,1848,6,5,863978
Long Beach,no,no,1843,7,6,387291
Long Beach,no,no,1797,2,1,367188
Long Beach,no,yes,1839,3,2,475280
Long Beach,yes,no,1964,3,2,654029
Westwood,no,yes,2356,2,1,675394
Long Beach,yes,yes,2854,5,4,1047898
Santa Monica,no,yes,2057,3,2,748029
Santa Monica,no,yes,1444,2,1,621398
Santa Monica,no,no,1876,3,2,647124
Westwood,yes,yes,2628,3,2,836521
Long Beach,yes,yes,2393,3,2,712251
Long Beach,no,yes,2413,2,1,845463
Santa Monica,yes,yes,1590,1,1,731453
Westwood,no,yes,2636,1,1,269462
Santa Monica,no,yes,2413,4,3,692382
Long Beach,no,yes,1921,3,2,616263
Long Beach,no,yes,1624,4,3,218204
Long Beach,no,yes,1492,2,1,650920
Santa Monica,yes,no,1241,3,2,217019
Santa Monica,no,no,2168,2,1,1025022
Long Beach,yes,yes,1948,5,4,823326
Santa Monica,yes,yes,2127,5,4,598601
Long Beach,no,yes,1682,3,2,469572
Long Beach,no,no,2103,4,3,625880
Westwood,no,no,1557,1,1,663776
Long Beach,no,yes,2393,3,2,341895
Santa Monica,yes,yes,1824,2,1,768507
Westwood,no,yes,1975,1,1,449747
Santa Monica,no,yes,2121,4,3,806084
Westwood,no,yes,2395,2,1,706911
Long Beach,no,yes,2180,4,3,694917
Long Beach,no,yes,2482,2,1,879387
Westwood,yes,no,1935,3,2,935279
Westwood,no,yes,2480,3,2,487259
Westwood,yes,yes,1818,4,3,804467
Long Beach,no,no,1544,4,3,445732
Santa Monica,yes,yes,1556,3,2,323090
Santa Monica,no,yes,2433,2,1,1206709
Long Beach,no,yes,1988,3,2,152099
Westwood,no,yes,1422,2,1,393170
Santa Monica,no,no,1574,1,1,559315
Long Beach,no,no,2363,5,4,451875
Long Beach,no,yes,1364,1,1,459569
Santa Monica,no,yes,2165,4,3,838685
Long Beach,no,yes,2061,3,2,230795
Santa Monica,no,yes,2108,8,7,546652
Long Beach,no,yes,2104,3,2,615986
Long Beach,no,no,1531,3,2,683021
Long Beach,no,yes,2237,4,3,282311
Westwood,no,no,2026,4,3,519529
Long Beach,no,yes,1707,3,2,343526
Long Beach,no,no,1388,2,1,588038
Westwood,no,yes,1553,5,4,511175
Westwood,no,yes,1184,2,1,632925
Santa Monica,no,yes,2692,2,1,950077
Santa Monica,no,yes,2868,2,1,966485
Long Beach,no,yes,2580,3,2,768748
Long Beach,yes,yes,2174,4,3,902804
Long Beach,no,yes,2240,6,5,668914
Long Beach,yes,yes,1403,2,1,558391
Westwood,no,yes,2467,3,2,921109
Long Beach,no,no,1358,4,3,813044
Long Beach,no,no,2057,2,1,416250
Westwood,yes,yes,1631,3,2,456341
Long Beach,no,yes,1457,3,2,185864
Santa Monica,no,yes,1640,2,1,728062
Westwood,no,no,1618,1,1,445624
Westwood,yes,yes,2382,1,1,768324
Westwood,no,yes,2482,4,3,591939
Long Beach,no,no,1819,4,3,433772
Long Beach,yes,yes,2078,4,3,535039
Long Beach,no,yes,1491,1,1,363237
Long Beach,yes,yes,1869,5,4,172771
Westwood,no,yes,2200,4,3,928045
Westwood,no,no,2210,1,1,741795
Long Beach,no,yes,2402,2,1,301356
Long Beach,no,yes,2080,3,2,527244
Long Beach,yes,no,2249,5,4,631094
Westwood,no,yes,2323,4,3,871402
Long Beach,no,yes,2426,1,1,871477
Santa Monica,no,yes,1710,3,2,528302
Long Beach,yes,yes,2059,5,4,309727
Long Beach,no,yes,1351,2,1,187396
Santa Monica,no,yes,2212,6,5,851528
Long Beach,no,yes,1376,5,4,175696
Westwood,yes,no,1794,1,1,540816
Santa Monica,no,yes,2111,2,1,685616
Westwood,no,no,2089,3,2,882369
Long Beach,no,yes,2889,3,2,1107794
Santa Monica,no,yes,2352,3,2,703630
Santa Monica,yes,yes,1670,2,1,596470
Long Beach,no,no,2074,1,1,467745
Long Beach,no,no,2231,3,2,735179
Westwood,no,no,2354,1,1,1003148
Long Beach,no,yes,1285,2,1,434699
Santa Monica,no,yes,2088,2,1,299039
Westwood,yes,yes,1194,2,1,476000
Westwood,no,yes,1657,1,1,245840
Long Beach,no,yes,1943,1,1,359538
Santa Monica,no,no,2396,2,1,784335
Long Beach,no,yes,2349,3,2,684021
Long Beach,no,yes,1914,3,2,553296
Long Beach,no,no,2108,4,3,735884
Long Beach,no,yes,2023,1,1,569385
Long Beach,no,no,1623,2,1,437275
Westwood,no,yes,2247,3,2,308570
Long Beach,yes,yes,2114,4,3,617379
Long Beach,no,yes,1163,2,1,231284
Long Beach,no,no,2691,1,1,589064
Long Beach,no,yes,2058,4,3,562874
Santa Monica,yes,yes,1521,3,2,519448
Westwood,no,yes,2378,3,2,590204
Santa Monica,no,yes,1822,2,1,568459
Long Beach,yes,no,2179,4,3,553173
Westwood,no,yes,1967,2,1,527822
Santa Monica,no,no,2012,3,2,526185
Long Beach,no,no,2321,4,3,980351
Santa Monica,no,yes,1755,2,1,656524
Westwood,yes,yes,1895,2,1,357172
Westwood,no,yes,2048,3,2,371841
Long Beach,no,no,2229,4,3,202983
Long Beach,no,no,1824,1,1,574587
Santa Monica,no,no,1777,3,2,938977
Santa Monica,no,yes,2056,2,1,741083
Westwood,no,yes,2181,5,4,484245
Long Beach,no,yes,2724,3,2,1104350
Santa Monica,yes,yes,1944,1,1,710411
Westwood,no,yes,2411,4,3,490167
Westwood,no,yes,2210,5,4,505088
Westwood,no,no,1664,3,2,508399
Westwood,no,yes,2374,2,1,738338
Santa Monica,no,yes,1880,3,2,420592
Long Beach,yes,no,2241,4,3,490763
Long Beach,no,yes,2451,5,4,809228
Westwood,yes,yes,2354,5,4,499646
Long Beach,no,yes,1858,2,1,501063
Westwood,no,no,2123,4,3,596950
Long Beach,no,no,1959,2,1,723637
Santa Monica,no,yes,1449,6,5,416120
Long Beach,no,yes,1866,4,3,152552
Long Beach,no,yes,2035,3,2,291501
Santa Monica,no,no,2252,2,1,852933
Long Beach,no,no,2138,1,1,571256
Santa Monica,no,no,2876,4,3,1073534
Long Beach,yes,yes,2211,3,2,631708
Long Beach,no,yes,2583,7,6,628261
Santa Monica,no,no,2012,3,2,526185
Long Beach,no,no,2294,6,5,775719
Long Beach,no,no,1825,1,1,414336
Long Beach,no,yes,2324,5,4,837164
Long Beach,no,yes,2037,6,5,385222
Long Beach,no,yes,1986,3,2,710101
Long Beach,no,yes,1651,2,1,211536
Santa Monica,no,yes,2005,3,2,350349
Long Beach,no,yes,1931,2,1,262758
Westwood,no,no,1620,2,1,564541
Long Beach,no,yes,2298,4,3,806484
Long Beach,no,yes,2482,2,1,879387
Long Beach,no,yes,1679,2,1,213257
Santa Monica,yes,yes,2395,3,2,825034
Long Beach,no,yes,1640,2,1,496600
Long Beach,no,yes,1393,3,2,689624
Long Beach,no,yes,3240,4,3,582366
Santa Monica,no,no,1880,2,1,580303
Santa Monica,no,yes,3109,5,4,918845
Santa Monica,no,yes,1964,3,2,633243
Santa Monica,no,yes,1406,1,1,268297
Long Beach,no,no,2174,2,1,533926
Long Beach,no,no,2309,2,1,435128
Long Beach,no,no,1592,2,1,507070
Westwood,no,yes,1740,1,1,387238
Westwood,yes,yes,2327,6,5,271289
Westwood,no,no,1834,6,5,622753
Westwood,no,yes,2340,4,3,570875
Westwood,no,yes,2253,3,2,650367
Long Beach,no,yes,2131,3,2,197210
Santa Monica,no,no,2410,3,2,438229
Long Beach,no,yes,2044,3,2,595893
Santa Monica,no,yes,1074,1,1,510460
Westwood,no,no,1967,3,2,865117
Long Beach,no,yes,1503,2,1,150344
Long Beach,no,yes,2069,4,3,278545
Santa Monica,no,yes,2152,3,2,471657
Long Beach,no,no,1751,1,1,820498
Long Beach,no,no,1432,1,1,317565
Long Beach,no,yes,2373,3,2,265974
Westwood,no,yes,1942,2,1,114450
Santa Monica,no,yes,1796,4,3,286122
Long Beach,no,yes,1885,2,1,440847
Long Beach,yes,yes,2398,4,3,520874
Long Beach,no,yes,2034,6,5,429557
Westwood,no,yes,2645,6,5,865543
Santa Monica,no,yes,1964,3,2,633243
Westwood,no,yes,2026,3,2,689794
Long Beach,yes,yes,2120,3,2,679017
Long Beach,yes,yes,2181,3,2,712903
Long Beach,no,no,1517,1,1,493577
Santa Monica,no,yes,1890,2,1,558816
Long Beach,yes,yes,1494,2,1,237824
Long Beach,no,yes,1585,2,1,301680
Long Beach,yes,yes,1365,1,1,320814
Long Beach,no,yes,1793,4,3,314574
Long Beach,no,yes,1488,3,2,335716
Westwood,no,no,2727,2,1,881858
Westwood,no,yes,1564,3,2,296729
Long Beach,no,yes,1455,3,2,577932
Long Beach,no,no,2202,4,3,239246
Westwood,no,yes,2658,5,4,1008005
Long Beach,no,yes,1746,1,1,471953
Westwood,no,yes,2468,5,4,614816
Westwood,no,yes,1921,4,3,754759
Westwood,yes,no,1261,3,2,609176
Santa Monica,no,yes,2131,2,1,524967
Santa Monica,no,yes,1689,3,2,529806
Long Beach,no,yes,2006,2,1,695633
Santa Monica,no,no,1278,3,2,242598
Santa Monica,no,yes,2253,5,4,784998
Santa Monica,yes,yes,2384,2,1,1218426
Long Beach,no,yes,1327,4,3,237904
Santa Monica,no,yes,2747,5,4,1115616
Long Beach,yes,yes,2258,1,1,539267
Long Beach,yes,no,2655,5,4,262934
Westwood,yes,yes,2213,5,4,598840
Long Beach,no,yes,1877,4,3,373094
Long Beach,no,yes,3123,6,5,741881
Santa Monica,no,yes,1523,4,3,485854
Santa Monica,yes,yes,2063,5,4,355356
Santa Monica,no,no,2071,1,1,735674
Long Beach,yes,yes,2414,2,1,118938
Long Beach,no,no,2063,2,1,290161
Long Beach,yes,no,2516,3,2,626319
Long Beach,no,yes,2163,4,3,641127
Westwood,no,no,2327,4,3,279338
Westwood,yes,yes,1753,3,2,834198
Long Beach,yes,yes,2305,4,3,768410
Westwood,no,yes,2059,2,1,872505
Westwood,no,yes,2362,2,1,682839
Long Beach,no,yes,2548,3,2,587879
Long Beach,yes,no,1464,2,1,634667
Westwood,no,yes,2037,7,6,646229
Long Beach,yes,no,1765,4,3,569342
Westwood,yes,yes,1900,3,2,1044729
Westwood,yes,yes,1886,3,2,796679
Westwood,no,yes,1993,2,1,435349
Long Beach,no,yes,1561,3,2,377517
Santa Monica,no,yes,1585,1,1,339215
Westwood,no,yes,1865,5,4,634778
Long Beach,no,no,2254,3,2,581210
Long Beach,no,no,2221,3,2,561420
Long Beach,no,yes,2329,2,1,500466
Westwood,no,yes,1670,5,4,202707
Long Beach,no,no,1868,1,1,334708
Long Beach,no,no,2302,5,4,478952
Westwood,no,no,2636,4,3,1052796
Westwood,yes,yes,1500,2,1,280526
Long Beach,no,yes,1350,2,1,176624
Long Beach,no,no,2320,3,2,634686
Long Beach,no,yes,2490,5,4,744522
Santa Monica,no,yes,1565,1,1,628789
Westwood,no,yes,2419,4,3,939113
Long Beach,no,yes,2034,6,5,429557
Santa Monica,no,no,1433,2,1,370342
Santa Monica,no,yes,2188,4,3,848800
Long Beach,no,yes,1258,1,1,395775
Westwood,no,yes,1967,3,2,561342
Westwood,no,yes,2224,2,1,617474
Long Beach,yes,no,1339,3,2,202098
Westwood,yes,yes,1721,1,1,204348
Long Beach,no,yes,2379,7,6,663556
Long Beach,yes,no,1821,3,2,339063
Long Beach,no,yes,1981,4,3,332090
Long Beach,no,no,1400,3,2,126217
Westwood,no,yes,1902,5,4,333108
Santa Monica,no,no,2487,2,1,826802
Long Beach,no,no,2536,2,1,736967
Long Beach,no,no,1608,5,4,189790
Long Beach,no,yes,1706,1,1,390229
Westwood,no,no,1784,2,1,589949
Long Beach,no,no,1422,1,1,287866
Long Beach,no,yes,1924,3,2,624126
Santa Monica,no,no,1876,3,2,617261
Long Beach,no,yes,1610,3,2,816491
Long Beach,no,no,2551,2,1,498583
Westwood,no,yes,2026,3,2,689794
Westwood,no,yes,1525,4,3,175071
Santa Monica,no,no,2564,5,4,651489
Westwood,no,yes,2473,1,1,881288
Santa Monica,no,no,2483,7,6,1020393
Santa Monica,no,no,2414,3,2,504713
Santa Monica,no,no,1773,2,1,497831
Westwood,no,yes,1729,1,1,351801
Long Beach,no,yes,2181,2,1,289076
Long Beach,yes,yes,2018,3,2,203323
Santa Monica,yes,no,2234,1,1,712452
Long Beach,no,yes,1860,1,1,645785
Westwood,yes,yes,2103,1,1,623541
Westwood,yes,no,1600,1,1,588382
Westwood,no,yes,1746,2,1,387982
Santa Monica,no,no,2809,3,2,841647
Santa Monica,no,no,2188,3,2,772207
Santa Monica,yes,no,2653,2,1,791938
Santa Monica,no,no,1568,5,4,677506
Westwood,no,yes,1991,3,2,516402
Santa Monica,no,yes,1697,1,1,669343
Westwood,no,no,2245,4,3,683346
Santa Monica,yes,yes,2372,4,3,1042291
Westwood,no,no,2162,6,5,1069567
Santa Monica,no,no,2284,2,1,628041
Santa Monica,no,yes,2119,4,3,375278
Santa Monica,no,yes,1163,3,2,405386
Santa Monica,yes,yes,1979,5,4,343686
Westwood,no,yes,1983,2,1,808957
Westwood,no,yes,1206,1,1,651411
Long Beach,no,yes,2332,3,2,640402
Long Beach,no,no,2018,2,1,255865
Santa Monica,no,yes,2247,3,2,611147
Santa Monica,no,yes,1972,2,1,376797
Long Beach,yes,no,2146,2,1,385493
Santa Monica,no,yes,1197,1,1,613890
Westwood,no,yes,2049,2,1,724720
Long Beach,no,yes,1615,3,2,153364
Westwood,no,yes,2600,5,4,846221
Santa Monica,no,yes,1491,4,3,554787
Westwood,no,yes,1677,2,1,530638
Long Beach,no,yes,2750,7,6,845665
Westwood,no,no,1592,2,1,680584
Long Beach,no,yes,1802,2,1,669818
Long Beach,no,yes,1420,4,3,197582
Long Beach,no,yes,1976,3,2,840761
Santa Monica,no,yes,2235,3,2,705758
Westwood,no,no,1867,2,1,344465
Long Beach,yes,no,1882,2,1,542373
Long Beach,no,yes,2327,2,1,621533
Westwood,no,yes,1908,3,2,615920
Santa Monica,no,no,2779,4,3,510793
Long Beach,no,no,1425,2,1,190145
Westwood,yes,yes,1822,3,2,547883
Long Beach,no,no,2108,4,3,735884
Long Beach,no,no,1773,2,1,491623
Santa Monica,no,yes,1999,3,2,1002070
Long Beach,no,no,1388,2,1,588038
Long Beach,no,yes,1838,4,3,626669
Westwood,no,yes,2739,3,2,753082
Westwood,no,no,2453,1,1,690984
Long Beach,yes,yes,1906,3,2,236219
Santa Monica,no,yes,2108,5,4,484264
Santa Monica,no,yes,1762,4,3,874748
Santa Monica,no,no,2261,5,4,1027498
Westwood,no,yes,2564,3,2,598407
Santa Monica,no,no,2035,1,1,416249
Long Beach,no,yes,1932,5,4,364153
Westwood,yes,no,1722,2,1,1018176
Long Beach,no,yes,1637,1,1,300548
Long Beach,no,yes,1430,6,5,374841
Long Beach,no,yes,2312,2,1,474843
Santa Monica,no,no,2779,4,3,510793
Long Beach,no,no,2073,2,1,793113
Long Beach,yes,no,1982,4,3,638438
Long Beach,no,yes,2893,3,2,715981
Long Beach,no,no,1914,2,1,495543
Long Beach,no,yes,2021,1,1,455843
Long Beach,no,no,2247,2,1,709016
Long Beach,no,no,1938,3,2,804891
Long Beach,yes,yes,2560,2,1,183125
Westwood,yes,yes,1918,1,1,702011
Westwood,no,yes,2121,2,1,1052361
Santa Monica,no,no,2360,3,2,801497
Long Beach,no,yes,1832,4,3,804839
Westwood,no,no,2456,2,1,765591
Long Beach,no,yes,2184,4,3,685529
Westwood,no,no,1529,2,1,839758
Long Beach,yes,no,1665,1,1,790429
Westwood,no,yes,1728,3,2,548062
Long Beach,no,yes,1928,4,3,517067
Santa Monica,no,yes,2002,6,5,824883
Santa Monica,no,yes,2162,3,2,476401
Santa Monica,no,no,1945,3,2,829744
Long Beach,yes,no,1816,5,4,540435
Santa Monica,no,yes,2260,3,2,1051351
Westwood,yes,no,2075,2,1,541588
Westwood,no,yes,1855,2,1,408168
Long Beach,no,yes,2156,3,2,518896
Long Beach,no,no,2240,4,3,587852
Long Beach,no,no,2121,5,4,542567
Long Beach,no,yes,1951,3,2,293632
Westwood,no,yes,1594,1,1,228528
Westwood,yes,yes,2354,2,1,1121479
Long Beach,no,yes,1254,1,1,308379
Santa Monica,no,yes,2308,3,2,339271
Long Beach,yes,no,2498,5,4,194627
Long Beach,no,yes,2654,9,8,132518
Westwood,no,yes,1947,3,2,432193
Long Beach,no,yes,1980,2,1,659848
Westwood,no,yes,1795,2,1,1039178
Long Beach,no,no,2444,2,1,513424
Long Beach,no,yes,2195,4,3,220818
Long Beach,no,yes,2407,2,1,624114
Westwood,no,yes,2223,2,1,514411
Westwood,yes,yes,1903,2,1,481071
Westwood,no,no,1584,1,1,476299
Westwood,yes,yes,1929,2,1,452385
Long Beach,no,no,2218,5,4,646741
Long Beach,no,no,1952,3,2,526994
Long Beach,no,no,2470,4,3,296412
Santa Monica,no,yes,2259,3,2,760344
Westwood,no,yes,1721,2,1,582498
Long Beach,no,yes,2183,4,3,582974
Long Beach,yes,yes,1631,6,5,311777
Westwood,no,yes,1910,2,1,340887
Santa Monica,no,no,1433,2,1,370342
Long Beach,no,yes,2545,2,1,938609
Westwood,no,yes,2988,4,3,849534
Long Beach,yes,yes,2047,2,1,732752
Santa Monica,no,yes,2817,3,2,894371
Long Beach,yes,yes,1790,3,2,701522
Long Beach,no,no,2530,2,1,786842
Long Beach,no,no,1814,4,3,397734
Santa Monica,no,no,1680,5,4,815855
Santa Monica,no,yes,2162,3,2,476401
Long Beach,yes,yes,2682,3,2,491778
Long Beach,no,yes,1987,4,3,177804
Santa Monica,yes,yes,2357,5,4,714859
Santa Monica,no,no,2603,2,1,670851
Long Beach,no,yes,2352,4,3,594903
Santa Monica,no,yes,2550,4,3,987707
Long Beach,yes,yes,1535,4,3,735406
Santa Monica,no,yes,2533,5,4,611711
Santa Monica,no,yes,2147,2,1,860697
Westwood,no,yes,1757,1,1,696425
Santa Monica,no,yes,1877,3,2,659913
Santa Monica,no,no,1790,2,1,515333
Santa Monica,no,yes,2552,1,1,643889
Westwood,yes,yes,1765,5,4,407939
Long Beach,no,yes,1948,2,1,324523
Santa Monica,no,yes,1762,4,3,874748
Santa Monica,yes,yes,1702,5,4,586529
Westwood,no,no,2333,2,1,457289
Long Beach,no,yes,2063,3,2,369664
Westwood,no,no,1728,2,1,752458
Westwood,yes,yes,1372,4,3,357526
Westwood,no,yes,2419,2,1,510604
Westwood,no,yes,1632,5,4,551668
Long Beach,no,yes,1219,4,3,410581
Long Beach,no,no,1594,3,2,935319
Santa Monica,no,no,1371,2,1,667470
Westwood,no,yes,2224,3,2,776133
Santa Monica,yes,no,1781,2,1,402807
Santa Monica,no,yes,2203,4,3,848208
Westwood,no,yes,2547,5,4,865579
Santa Monica,no,yes,1851,4,3,827999
Westwood,no,yes,2834,5,4,917686
Santa Monica,yes,no,2249,3,2,873234
Long Beach,no,yes,2282,4,3,657976
Long Beach,no,yes,1865,3,2,291920
Westwood,no,yes,2091,4,3,444867
Long Beach,no,yes,2204,6,5,460838
Santa Monica,yes,yes,2317,1,1,749520
Westwood,no,yes,2304,2,1,933734
Santa Monica,yes,no,1314,2,1,444710
Westwood,no,yes,1931,2,1,466041
Santa Monica,no,yes,1891,2,1,501562
Santa Monica,no,yes,1941,4,3,405523
Westwood,yes,yes,1984,3,2,213016
Long Beach,no,yes,2311,6,5,740278
Santa Monica,no,no,2264,2,1,1076773
Santa Monica,no,yes,1508,3,2,335716
Long Beach,no,no,1938,3,2,804891
Long Beach,no,no,2133,4,3,760184
Long Beach,no,yes,1546,2,1,239260
Westwood,yes,yes,2062,3,2,210274
Westwood,no,yes,1953,5,4,1098442
Santa Monica,no,yes,2244,5,4,737743
Long Beach,no,yes,1810,1,1,504641
Long Beach,yes,yes,2614,3,2,697058
Long Beach,no,yes,1878,3,2,439377
Westwood,no,yes,1589,1,1,381911
Long Beach,yes,yes,1984,3,2,475085
Long Beach,yes,yes,1977,3,2,521458
Westwood,no,yes,1454,5,4,642341
Westwood,no,no,1567,1,1,263435
Long Beach,no,yes,1702,1,1,457062
Santa Monica,no,yes,1358,3,2,190118
Santa Monica,no,yes,1964,2,1,887760
Santa Monica,no,yes,1785,2,1,492918
Santa Monica,no,no,2108,2,1,1085940
Westwood,no,no,2126,2,1,647073
Long Beach,no,yes,1981,5,4,440593
Long Beach,yes,no,1907,4,3,503307
Long Beach,no,yes,1749,3,2,477655
Long Beach,no,no,1796,2,1,572662
Long Beach,no,no,2643,1,1,661476
Long Beach,no,yes,2129,3,2,102836
Westwood,yes,no,2571,4,3,696986
Westwood,no,no,2021,5,4,813157
Santa Monica,no,yes,1952,2,1,504019
Westwood,no,yes,2468,5,4,614816
Long Beach,no,yes,1924,3,2,623299
Santa Monica,no,yes,2091,7,6,1139710
Long Beach,no,yes,1960,2,1,438601
Long Beach,no,no,1564,3,2,435187
Long Beach,no,yes,1999,6,5,556650
Long Beach,no,yes,2317,2,1,490548
Long Beach,no,yes,2336,5,4,323616
Long Beach,yes,yes,2543,4,3,624171
Santa Monica,no,yes,1612,1,1,529570
Long Beach,no,yes,2193,3,2,809584
Long Beach,no,no,2444,2,1,540328
Santa Monica,no,yes,1567,1,1,197741
Santa Monica,yes,yes,2274,3,2,649274
Santa Monica,no,yes,2097,1,1,467713
Long Beach,yes,yes,1301,2,1,224166
Long Beach,no,yes,1511,2,1,256991
Long Beach,no,yes,1924,3,2,446316
Santa Monica,yes,yes,2201,3,2,727653
Westwood,no,no,2531,3,2,757248
Long Beach,no,yes,2189,2,1,745969
Long Beach,no,yes,1861,3,2,418302
Long Beach,yes,yes,2199,1,1,558164
Santa Monica,no,yes,1736,2,1,517777
Santa Monica,no,yes,3079,2,1,1177203
Long Beach,yes,yes,2479,4,3,610904
Long Beach,no,no,2625,1,1,462934
Long Beach,no,yes,2725,2,1,625649
Westwood,yes,yes,1662,3,2,413811
Long Beach,yes,yes,1132,3,2,568644
Long Beach,yes,no,2742,3,2,605091
Westwood,no,no,2195,4,3,871148
Westwood,yes,yes,2139,7,6,525422
Long Beach,yes,yes,1631,6,5,311777
Westwood,no,yes,2082,2,1,526489
Santa Monica,yes,yes,1411,3,2,858820
Long Beach,yes,yes,2294,2,1,432086
Long Beach,no,yes,2358,1,1,466673
Long Beach,no,yes,1976,2,1,535271
Long Beach,no,no,1623,2,1,437275
Santa Monica,no,yes,2165,1,1,328980
Santa Monica,no,yes,1950,7,6,926509
Long Beach,yes,yes,1896,4,3,745186
Westwood,no,yes,1627,1,1,801263
Long Beach,no,no,1393,2,1,135348
Long Beach,no,yes,1555,1,1,471750
Long Beach,no,yes,2038,2,1,589079
Santa Monica,no,yes,2491,1,1,776174
Westwood,no,yes,1672,1,1,177858
Santa Monica,no,no,2605,3,2,1223453
Long Beach,no,no,1351,1,1,313864
Long Beach,no,yes,1849,2,1,196426
Westwood,no,yes,2351,2,1,444064
Long Beach,no,yes,2679,3,2,818832
Long Beach,yes,yes,1846,4,3,840698
Westwood,no,yes,1785,4,3,547195
Santa Monica,no,yes,1446,3,2,250791
Long Beach,no,no,2294,6,5,775719
Long Beach,yes,yes,1643,3,2,547205
Westwood,yes,no,2306,3,2,682593
Long Beach,no,no,1917,3,2,587532
Long Beach,no,yes,1820,3,2,336857
Long Beach,no,no,2454,5,4,1036653
Westwood,yes,yes,2189,3,2,811949
Santa Monica,no,yes,1855,3,2,585439
Westwood,yes,yes,1882,4,3,684023
Long Beach,yes,yes,1643,3,2,547205
Long Beach,no,yes,2265,5,4,353853
Long Beach,yes,yes,1452,2,1,386543
Long Beach,no,no,2204,1,1,471821
Long Beach,yes,yes,2920,4,3,610119
Santa Monica,yes,yes,1803,4,3,934299
Long Beach,no,no,1369,1,1,367100
Long Beach,no,no,1034,2,1,143572
Santa Monica,no,yes,2272,1,1,1053032
Santa Monica,no,yes,2468,2,1,1061834
Santa Monica,no,yes,1881,4,3,613937
Long Beach,no,yes,2113,7,6,559132
Westwood,no,yes,1816,4,3,191699
Westwood,no,yes,1826,1,1,730879
Westwood,no,yes,2050,4,3,628266
Long Beach,no,yes,1928,2,1,628276
Long Beach,no,no,2108,7,6,654589
Long Beach,no,yes,2446,3,2,805610
Long Beach,no,no,1377,2,1,191620
Santa Monica,no,yes,2057,1,1,625163
Long Beach,no,yes,1407,2,1,192918
Long Beach,yes,no,1765,4,3,569342
Santa Monica,no,yes,1697,1,1,669343
Long Beach,no,yes,2089,2,1,499962
Westwood,no,yes,1711,1,1,308739
Long Beach,no,yes,2328,5,4,452567
Long Beach,no,yes,2352,3,2,521360
Santa Monica,no,no,2071,1,1,735674
Long Beach,yes,no,1665,1,1,790429
Santa Monica,yes,yes,2610,7,6,768892
Santa Monica,no,no,2396,2,1,784335
Santa Monica,no,no,1484,2,1,790145
Long Beach,no,yes,2168,3,2,642234
